Date,Time,DROPS_SCORE,DROPS_SET_TIMER,SET_BURNERS_TEMP,COOLING_TIME,BOTTOM_TEMP_LIMIT,UPPER_FAN_SET_HZ,LOWER_FAN_SET_HZ,MID_TEMP_LIMIT
15-08-2024,15:04:55,786,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:05:25,787,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:05:55,788,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:06:25,788,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:06:55,789,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:07:25,789,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:07:55,790,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:08:25,791,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:08:55,791,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:09:25,792,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:09:55,793,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:10:25,793,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:10:55,794,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:11:25,794,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:11:55,795,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:12:25,796,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:12:55,796,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:13:25,797,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:13:55,798,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:14:25,798,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:14:55,799,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:15:25,799,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:15:55,800,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:16:25,801,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:16:55,801,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:17:25,802,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:17:55,803,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:18:25,803,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:18:55,804,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:19:25,804,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:19:55,805,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:20:25,806,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:20:55,806,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:21:25,807,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:21:55,808,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:22:25,808,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:22:55,809,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:23:25,809,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:23:55,810,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:24:25,811,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:24:55,811,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:25:25,812,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:25:55,813,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:26:25,813,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:26:55,814,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:27:25,814,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:27:55,815,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:28:25,816,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:28:55,816,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:29:25,817,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:29:55,818,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:30:25,818,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:30:55,819,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:31:25,819,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:31:55,820,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:32:25,821,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:32:55,821,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:33:25,822,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:33:55,823,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:34:25,823,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:34:55,824,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:35:25,824,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:35:55,825,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:36:25,826,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:36:55,826,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:37:25,827,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:37:55,828,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:38:25,828,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:38:55,829,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:39:25,829,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:39:55,830,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:40:25,831,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:40:55,831,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:41:25,832,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:41:55,833,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:42:25,833,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:42:55,834,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:43:25,834,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:43:55,835,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:44:25,836,48.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:44:55,836,50.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:45:25,837,50.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:45:55,837,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:46:25,838,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:46:55,839,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:47:25,839,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:47:55,840,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:48:25,841,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:48:55,841,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:49:25,842,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:49:55,842,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:50:25,843,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:50:55,844,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:51:25,844,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:51:55,845,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:52:25,845,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:52:55,846,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:53:25,847,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:53:55,847,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:54:25,848,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:54:55,849,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:55:25,849,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:55:55,850,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:56:25,850,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:56:55,851,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:57:25,852,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:57:55,852,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:58:25,853,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:58:55,853,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:59:25,854,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,15:59:55,855,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:00:25,855,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:00:55,856,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:01:25,856,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:01:55,857,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:02:25,858,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:02:55,858,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:03:25,859,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:03:55,860,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:04:25,860,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:04:55,861,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:05:25,861,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:05:55,862,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:06:25,863,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:06:55,863,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:07:25,864,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:07:55,864,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:08:25,865,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:08:55,866,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:09:25,866,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:09:55,867,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:10:25,867,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:10:55,868,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:11:25,869,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:11:55,869,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:12:25,870,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:12:55,871,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:13:25,871,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:13:55,872,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:14:25,872,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:14:55,873,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:15:25,874,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:15:55,874,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:16:25,875,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:16:55,875,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:17:25,876,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:17:55,877,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:18:25,877,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:18:55,878,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:19:25,879,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:19:55,879,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:20:25,880,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:20:55,880,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:21:25,881,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:21:55,882,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:22:25,882,49.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:22:55,883,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:23:25,883,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:23:55,884,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:24:25,885,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:24:55,885,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:25:25,886,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:25:55,887,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:26:25,887,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:26:55,888,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:27:25,889,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:27:55,889,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:28:25,890,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:28:55,890,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:29:25,891,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:29:55,892,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:30:25,892,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:30:55,893,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:31:25,894,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:31:55,894,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:32:25,895,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:32:55,896,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:33:25,896,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:33:55,897,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:34:25,897,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:34:55,898,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:35:25,899,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:35:55,899,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:36:25,900,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:36:55,901,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:37:25,901,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:37:55,902,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:38:25,903,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:38:55,903,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:39:25,904,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:39:55,905,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:40:25,905,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:40:55,906,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:41:25,906,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:41:55,907,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:42:25,908,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:42:55,908,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:43:25,909,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:43:55,910,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:44:25,910,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:44:55,911,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:45:25,912,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:45:55,912,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:46:25,913,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:46:55,913,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:47:25,914,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:47:55,915,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:48:25,915,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:48:55,916,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:49:25,917,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:49:55,917,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:50:25,918,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:50:55,919,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:51:25,919,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:51:55,920,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:52:25,920,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:52:55,921,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:53:25,922,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:53:55,922,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:54:25,923,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:54:55,924,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:55:25,924,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:55:55,925,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:56:25,926,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:56:55,926,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:57:25,927,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:57:55,927,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:58:25,928,47.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:58:55,929,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:59:25,929,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,16:59:55,930,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:00:25,931,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:00:55,931,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:01:25,932,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:01:55,933,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:02:25,933,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:02:55,934,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:03:25,935,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:03:55,935,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:04:25,936,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:04:55,937,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:05:25,937,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:05:55,938,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:06:25,939,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:06:55,939,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:07:25,940,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:07:55,941,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:08:25,941,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:08:55,942,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:09:25,943,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:09:55,943,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:10:25,944,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:10:55,945,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:11:25,945,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:11:55,946,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:12:25,947,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:12:55,947,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:13:25,948,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:13:55,949,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:14:25,949,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:14:55,950,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:15:25,951,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:15:55,951,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:16:25,952,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:16:55,953,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:17:25,953,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:17:55,954,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:18:25,955,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:18:55,955,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:19:25,956,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:19:55,957,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:20:25,957,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:20:55,958,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:21:25,959,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:21:55,959,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:22:25,960,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:22:55,961,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:23:25,961,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:23:55,962,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:24:25,963,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:24:55,963,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:25:25,964,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:25:55,965,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:26:25,965,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:26:55,966,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:27:25,967,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:27:55,967,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:28:25,968,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:28:55,969,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:29:25,969,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:29:55,970,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:30:25,971,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:30:55,971,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:31:25,972,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:31:55,973,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:32:25,973,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:32:55,974,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:33:25,975,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:33:55,975,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:34:25,976,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:34:55,977,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:35:25,977,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:35:55,978,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:36:25,979,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:36:55,979,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:37:25,980,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:37:55,981,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:38:25,981,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:38:55,982,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:39:25,983,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:39:55,983,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:40:25,984,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:40:55,985,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:41:25,985,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:41:55,986,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:42:25,987,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:42:55,987,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:43:25,988,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:43:55,989,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:44:25,989,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:44:55,990,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:45:25,991,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:45:55,991,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:46:25,992,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:46:55,993,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:47:25,994,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:47:55,994,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:48:25,995,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:48:55,995,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:49:25,996,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:49:55,997,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:50:25,997,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:50:55,998,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:51:25,999,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:51:55,999,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:52:25,1000,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:52:55,1001,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:53:25,1001,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:53:55,1002,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:54:25,1003,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:54:55,1003,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:55:25,1004,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:55:55,1005,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:56:25,1005,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:56:55,1006,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:57:25,1007,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:57:55,1007,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:58:25,1008,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:58:55,1009,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:59:25,1010,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,17:59:55,1010,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:00:25,1011,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:00:55,1011,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:01:25,1012,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:01:55,1013,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:02:25,1013,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:02:55,1014,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:03:25,1015,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:03:55,1015,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:04:25,1016,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:04:55,1017,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:05:25,1018,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:05:55,1018,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:06:25,1019,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:06:55,1019,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:07:25,1020,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:07:55,1021,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:08:25,1021,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:08:55,1022,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:09:25,1023,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:09:55,1023,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:10:25,1024,45.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:10:55,1025,55.0,85.0,0,60.0,45,45,55.0
15-08-2024,18:11:25,1025,55.0,85.0,0,60.0,45,45,55.0
