Date,Time,Grain,%mois,TW,Temp
08-08-2024,08:36:33,Nisu,20.19,0.7188,26.8
08-08-2024,08:40:42,Raps,7.58,0.6522,24.6
08-08-2024,08:42:23,Raps,16.69,0.6339,26.6
08-08-2024,09:08:41,Raps,7.06,0.6527,25.3
08-08-2024,09:14:56,Raps,17.35,0.6381,26.5
08-08-2024,09:48:39,Raps,6.37,0.6559,26.5
08-08-2024,09:50:30,Raps,17.06,0.6381,28.0
08-08-2024,10:08:48,Nisu,18.1,0.7539,24.8
08-08-2024,10:17:08,Raps,6.06,0.653,25.7
08-08-2024,10:33:39,Raps,6.33,0.6522,25.8
08-08-2024,10:35:48,Raps,16.39,0.6109,26.7
08-08-2024,10:57:24,Raps,6.64,0.6562,26.1
08-08-2024,10:59:23,Raps,16.0,0.6262,26.9
08-08-2024,11:40:55,Raps,7.28,0.6567,24.5
08-08-2024,11:41:57,Raps,16.18,0.6314,26.7
08-08-2024,12:09:26,Raps,9.39,0.6433,23.8
08-08-2024,12:10:41,Raps,16.52,0.6116,26.7
08-08-2024,12:27:42,Raps,9.06,0.6497,23.9
08-08-2024,12:38:36,Raps,16.35,0.6148,26.6
08-08-2024,13:01:22,Nisu,17.09,0.7663,23.9
08-08-2024,13:13:44,Raps,8.88,0.6458,23.3
08-08-2024,13:14:41,Raps,16.06,0.6275,26.4
08-08-2024,13:51:45,Raps,8.66,0.6413,24.0
08-08-2024,13:52:44,Raps,15.75,0.6394,26.3
08-08-2024,14:53:40,Raps,9.29,0.625,24.5
08-08-2024,16:19:51,Nisu,16.54,0.7628,27.0
08-08-2024,16:22:10,Raps,10.07,0.629,24.6
08-08-2024,17:05:44,Raps,8.35,0.6327,25.0
08-08-2024,17:12:59,Nisu,15.69,0.7818,25.6
08-08-2024,18:14:57,Raps,12.06,0.6307,24.2
08-08-2024,18:15:53,Nisu,16.07,0.7766,23.4
08-08-2024,18:32:41,Raps,11.46,0.6302,24.1
08-08-2024,19:01:30,Raps,6.45,0.5453,24.0
08-08-2024,19:28:10,Nisu,16.69,0.7761,24.4
08-08-2024,19:39:56,Nisu,15.94,0.784,22.0
08-08-2024,20:02:31,Nisu,16.2,0.7798,20.4
08-08-2024,20:22:22,Nisu,16.19,0.7816,20.1
08-08-2024,20:46:28,Nisu,16.37,0.7843,23.0
08-08-2024,21:08:49,Nisu,16.45,0.7821,24.2
08-08-2024,22:12:45,Nisu,16.16,0.7858,24.0
08-08-2024,23:57:24,Nisu,15.29,0.785,34.6
09-08-2024,00:00:53,Nisu,15.46,0.7811,31.7
09-08-2024,00:47:20,Nisu,14.83,0.789,17.5
09-08-2024,00:51:50,Nisu,14.86,0.7855,19.1
09-08-2024,00:53:34,Nisu,14.88,0.7895,19.1
09-08-2024,00:55:19,Nisu,15.35,0.7833,17.4
09-08-2024,01:07:24,Nisu,15.22,0.7848,17.1
09-08-2024,01:14:16,Nisu,15.19,0.7897,17.9
09-08-2024,01:16:40,Nisu,14.7,0.7845,17.5
09-08-2024,01:21:00,Nisu,14.67,0.787,18.1
09-08-2024,01:23:11,Nisu,14.17,0.788,18.0
09-08-2024,01:43:15,Nisu,13.33,0.785,18.3
09-08-2024,02:01:24,Nisu,12.76,0.7885,19.3
09-08-2024,02:05:43,Nisu,15.93,0.791,21.8
09-08-2024,02:06:34,Nisu,15.97,0.7929,21.8
09-08-2024,02:07:12,Nisu,15.92,0.7917,21.8
09-08-2024,02:08:34,Nisu,15.97,0.7929,21.7
09-08-2024,02:12:08,Nisu,15.91,0.7919,21.8
09-08-2024,02:24:14,Nisu,12.73,0.7885,19.2
09-08-2024,02:33:14,Nisu,12.75,0.7895,19.9
09-08-2024,02:46:09,Nisu,12.75,0.7885,20.3
09-08-2024,02:54:26,Nisu,15.89,0.7922,19.9
09-08-2024,02:58:40,Nisu,12.73,0.7905,21.1
09-08-2024,03:07:25,Nisu,12.54,0.7922,21.5
09-08-2024,03:09:18,Nisu,12.54,0.7895,21.8
09-08-2024,03:10:27,Nisu,12.56,0.7927,21.7
09-08-2024,03:11:48,Nisu,12.57,0.7919,21.9
09-08-2024,03:23:18,Nisu,12.41,0.7971,23.1
09-08-2024,03:33:53,Nisu,12.46,0.7907,23.7
09-08-2024,03:54:24,Nisu,12.77,0.7932,25.4
09-08-2024,03:55:47,Nisu,15.76,0.7924,21.7
09-08-2024,04:06:10,Nisu,12.84,0.7939,25.2
09-08-2024,04:20:28,Nisu,12.94,0.7919,25.3
09-08-2024,04:31:55,Nisu,12.86,0.7942,25.7
09-08-2024,04:47:08,Nisu,12.98,0.7912,27.4
09-08-2024,04:59:26,Nisu,13.05,0.7895,27.7
09-08-2024,05:01:20,Nisu,13.07,0.7947,27.8
09-08-2024,05:05:25,Nisu,13.02,0.7937,27.3
09-08-2024,05:07:17,Nisu,13.03,0.7952,27.0
09-08-2024,05:11:13,Nisu,12.99,0.7929,26.7
09-08-2024,05:21:51,Nisu,12.58,0.7924,25.2
09-08-2024,05:24:43,Nisu,15.89,0.79,20.6
09-08-2024,05:46:32,Nisu,13.36,0.7949,27.3
09-08-2024,05:48:46,Nisu,15.76,0.7959,21.4
09-08-2024,06:14:59,Nisu,13.49,0.7952,27.2
09-08-2024,06:22:06,Nisu,15.76,0.7744,22.3
09-08-2024,06:24:30,Nisu,15.83,0.7828,22.3
09-08-2024,06:54:34,Nisu,13.53,0.7905,28.6
09-08-2024,07:01:09,Nisu,16.85,0.7583,24.9
09-08-2024,07:18:20,Nisu,15.93,0.7914,20.5
09-08-2024,07:20:56,Nisu,13.54,0.7934,30.7
09-08-2024,07:39:53,Nisu,17.28,0.7709,27.5
09-08-2024,07:45:40,Nisu,13.59,0.7949,29.2
09-08-2024,07:47:22,Nisu,16.08,0.7821,23.3
09-08-2024,08:13:01,Nisu,13.68,0.7956,30.4
09-08-2024,08:14:16,Nisu,16.01,0.787,23.0
09-08-2024,08:36:30,Nisu,13.67,0.79,29.1
09-08-2024,08:38:06,Nisu,16.06,0.786,22.7
09-08-2024,09:03:45,Nisu,13.8,0.7929,28.0
09-08-2024,09:05:02,Nisu,13.73,0.7919,28.0
09-08-2024,09:06:11,Nisu,16.07,0.7803,22.6
09-08-2024,09:32:38,Nisu,13.66,0.7932,30.0
09-08-2024,09:36:02,Nisu,13.55,0.7919,29.4
09-08-2024,09:36:39,Nisu,15.81,0.788,21.8
09-08-2024,10:16:35,Nisu,13.06,0.7927,28.1
09-08-2024,10:18:40,Nisu,15.83,0.7823,21.1
09-08-2024,10:35:23,Nisu,16.78,0.743,28.2
09-08-2024,10:58:50,Nisu,13.43,0.7934,30.2
09-08-2024,10:59:59,Nisu,13.44,0.7919,30.3
09-08-2024,11:22:00,Nisu,17.23,0.785,28.3
09-08-2024,11:35:08,Nisu,13.82,0.7875,30.0
09-08-2024,11:37:06,Nisu,13.7,0.7905,29.9
09-08-2024,11:40:50,Nisu,16.68,0.7853,28.4
09-08-2024,12:01:03,Nisu,13.85,0.7956,29.4
09-08-2024,12:10:53,Nisu,17.04,0.783,28.4
09-08-2024,12:26:07,Nisu,14.23,0.7984,28.9
09-08-2024,12:37:04,Nisu,16.73,0.7875,28.8
09-08-2024,12:40:09,Nisu,15.2,0.7811,29.7
09-08-2024,12:59:02,Nisu,13.52,0.8013,26.8
09-08-2024,13:00:30,Nisu,13.52,0.8028,27.0
09-08-2024,13:03:14,Nisu,16.22,0.7905,28.6
09-08-2024,13:31:29,Nisu,13.32,0.7998,30.8
09-08-2024,13:32:47,Nisu,16.29,0.7784,28.6
09-08-2024,13:57:23,Nisu,13.55,0.7998,30.6
09-08-2024,13:59:25,Nisu,15.93,0.79,28.3
09-08-2024,14:28:38,Nisu,13.72,0.7966,31.1
09-08-2024,14:30:15,Nisu,13.6,0.7974,30.9
09-08-2024,14:31:31,Nisu,16.95,0.764,27.9
09-08-2024,14:55:17,Nisu,13.59,0.7969,31.7
09-08-2024,15:06:59,Nisu,16.56,0.7848,28.4
09-08-2024,15:31:18,Nisu,13.83,0.7942,29.5
09-08-2024,15:33:29,Nisu,15.12,0.7907,30.6
09-08-2024,16:00:29,Nisu,13.51,0.7949,27.8
09-08-2024,16:01:30,Nisu,13.53,0.7947,27.8
09-08-2024,16:02:49,Nisu,15.34,0.785,29.1
09-08-2024,16:32:11,Nisu,13.75,0.7877,29.3
09-08-2024,16:33:37,Nisu,14.77,0.7959,28.1
09-08-2024,17:04:05,Nisu,13.33,0.7984,29.4
09-08-2024,17:06:37,Nisu,15.13,0.7917,28.1
09-08-2024,17:28:59,Nisu,13.53,0.7994,28.4
09-08-2024,17:31:47,Nisu,14.8,0.7917,25.8
09-08-2024,17:49:31,Nisu,13.4,0.8011,28.1
09-08-2024,18:10:32,Nisu,15.47,0.7919,27.6
09-08-2024,18:13:25,Nisu,13.36,0.7989,28.0
09-08-2024,18:32:45,Nisu,16.07,0.7912,28.3
09-08-2024,18:33:47,Nisu,13.4,0.8033,27.6
09-08-2024,18:47:52,Nisu,13.42,0.8003,28.1
09-08-2024,19:18:14,Nisu,13.51,0.8021,28.6
09-08-2024,19:19:38,Nisu,16.36,0.79,28.6
09-08-2024,19:41:38,Nisu,13.8,0.8033,28.1
09-08-2024,19:51:18,Nisu,16.31,0.788,28.2
09-08-2024,19:58:11,Nisu,13.78,0.8021,26.8
09-08-2024,20:12:31,Nisu,14.09,0.8011,26.9
09-08-2024,20:16:46,Nisu,16.01,0.7786,28.1
09-08-2024,20:27:48,Nisu,13.92,0.8006,27.9
09-08-2024,20:37:14,Nisu,13.83,0.8023,26.7
09-08-2024,20:48:46,Nisu,15.32,0.7875,27.6
09-08-2024,20:52:00,Nisu,13.73,0.8021,26.9
09-08-2024,21:12:22,Nisu,13.92,0.7966,28.0
09-08-2024,21:35:28,Nisu,13.63,0.7984,26.1
09-08-2024,21:55:35,Nisu,15.72,0.7823,27.2
09-08-2024,21:56:14,Nisu,13.49,0.8001,28.2
09-08-2024,22:16:51,Nisu,13.51,0.7981,27.9
09-08-2024,22:40:05,Nisu,13.59,0.7989,27.9
09-08-2024,22:57:34,Nisu,14.99,0.7919,24.8
09-08-2024,22:58:19,Nisu,13.63,0.8001,26.3
09-08-2024,23:17:46,Nisu,13.51,0.8028,26.1
09-08-2024,23:19:11,Nisu,15.11,0.7949,25.4
09-08-2024,23:20:37,Nisu,17.94,0.764,25.4
09-08-2024,23:22:19,Nisu,17.13,0.7761,25.0
09-08-2024,23:38:24,Nisu,13.33,0.8006,27.5
09-08-2024,23:57:05,Nisu,13.45,0.7979,26.9
10-08-2024,00:15:53,Nisu,13.56,0.7979,26.1
10-08-2024,00:19:06,Nisu,15.33,0.7912,25.9
10-08-2024,00:34:51,Nisu,13.43,0.8001,28.0
10-08-2024,01:02:31,Nisu,13.34,0.8016,28.1
10-08-2024,01:21:25,Nisu,13.33,0.7998,27.5
10-08-2024,01:23:29,Nisu,15.0,0.7996,22.0
10-08-2024,01:56:25,Nisu,13.33,0.8021,28.4
10-08-2024,01:58:54,Nisu,15.14,0.7998,21.7
10-08-2024,02:31:11,Nisu,13.4,0.7989,22.5
10-08-2024,02:53:41,Nisu,13.27,0.8031,25.5
10-08-2024,03:21:20,Nisu,13.47,0.8043,29.5
10-08-2024,03:22:47,Nisu,15.5,0.7942,21.6
10-08-2024,03:34:48,Nisu,13.35,0.8026,28.2
10-08-2024,03:57:41,Nisu,13.54,0.8053,28.2
10-08-2024,04:23:45,Nisu,13.81,0.8021,29.5
10-08-2024,04:42:39,Nisu,13.74,0.8023,28.0
10-08-2024,04:44:27,Nisu,15.23,0.7994,21.6
10-08-2024,04:59:43,Nisu,13.56,0.805,28.1
10-08-2024,05:22:25,Nisu,14.6,0.742,20.0
10-08-2024,05:23:17,Nisu,14.5,0.7754,20.8
10-08-2024,05:23:58,Nisu,14.47,0.7744,20.9
10-08-2024,05:44:21,Nisu,13.69,0.7994,29.3
10-08-2024,05:46:41,Nisu,13.7,0.8028,29.2
10-08-2024,05:47:24,Nisu,15.13,0.7989,22.1
10-08-2024,06:10:55,Nisu,17.16,0.7756,26.8
10-08-2024,06:14:14,Nisu,13.52,0.8028,28.4
10-08-2024,06:15:34,Nisu,13.46,0.8048,28.2
10-08-2024,06:16:18,Nisu,15.14,0.7971,22.0
10-08-2024,06:48:10,Nisu,13.11,0.7994,27.0
10-08-2024,06:49:24,Nisu,14.97,0.7954,22.3
10-08-2024,07:19:46,Nisu,13.82,0.8006,29.3
10-08-2024,07:21:35,Nisu,15.08,0.7979,22.7
10-08-2024,07:54:44,Nisu,13.64,0.8021,29.5
10-08-2024,07:56:12,Nisu,14.99,0.7942,22.8
10-08-2024,08:25:51,Nisu,13.7,0.8048,29.0
10-08-2024,08:58:21,Nisu,13.63,0.8028,29.2
10-08-2024,08:59:45,Nisu,15.05,0.7929,23.4
10-08-2024,09:37:19,Nisu,13.58,0.7981,28.7
10-08-2024,09:39:32,Nisu,14.95,0.7961,23.4
10-08-2024,10:43:03,Nisu,13.27,0.7979,26.8
10-08-2024,10:45:01,Nisu,15.06,0.7905,24.1
10-08-2024,11:24:49,Nisu,13.6,0.8023,28.6
10-08-2024,11:26:23,Nisu,15.13,0.7912,24.4
10-08-2024,12:00:33,Nisu,13.03,0.7989,27.5
10-08-2024,12:02:13,Nisu,15.06,0.7959,24.5
10-08-2024,12:29:46,Nisu,13.77,0.8018,30.0
10-08-2024,12:31:01,Nisu,15.33,0.7934,25.2
10-08-2024,13:15:19,Nisu,13.66,0.8033,29.4
10-08-2024,13:29:03,Nisu,15.33,0.7937,24.5
10-08-2024,13:54:54,Nisu,13.46,0.7998,27.8
10-08-2024,13:55:53,Nisu,15.76,0.785,25.4
10-08-2024,14:32:41,Nisu,14.03,0.7981,26.6
10-08-2024,14:34:05,Nisu,16.12,0.7821,25.7
10-08-2024,15:16:11,Nisu,13.65,0.7979,26.2
10-08-2024,15:17:23,Nisu,16.45,0.7788,25.7
10-08-2024,16:12:57,Nisu,13.39,0.8021,25.6
10-08-2024,16:14:34,Nisu,16.43,0.7848,25.9
10-08-2024,16:31:30,Nisu,16.99,0.7788,28.8
10-08-2024,16:32:27,Nisu,18.89,0.7512,21.8
10-08-2024,16:49:30,Nisu,13.86,0.7964,26.6
10-08-2024,16:50:50,Nisu,16.47,0.7739,25.9
10-08-2024,17:27:59,Nisu,13.67,0.7959,23.7
10-08-2024,17:41:42,Nisu,16.26,0.7843,24.7
10-08-2024,18:10:04,Nisu,13.49,0.7952,22.7
10-08-2024,20:24:30,Nisu,13.62,0.7865,18.3
10-08-2024,20:46:43,Nisu,15.58,0.7966,28.6
10-08-2024,20:48:41,Nisu,13.67,0.7853,18.0
10-08-2024,20:52:19,Nisu,15.62,0.7934,28.7
10-08-2024,21:09:47,Nisu,15.58,0.7969,28.8
10-08-2024,21:10:31,Nisu,13.25,0.7932,18.4
10-08-2024,21:11:03,Nisu,13.21,0.7971,18.8
10-08-2024,21:14:34,Nisu,15.62,0.7924,29.0
10-08-2024,21:29:58,Nisu,15.47,0.7971,28.1
10-08-2024,21:32:54,Nisu,12.56,0.7956,25.1
10-08-2024,21:50:39,Nisu,12.71,0.7924,27.8
10-08-2024,21:52:28,Nisu,15.63,0.7989,28.3
10-08-2024,22:28:25,Nisu,13.29,0.7971,23.9
11-08-2024,05:24:38,Nisu,15.46,0.7912,28.1
11-08-2024,05:48:02,Nisu,13.06,0.8016,21.3
11-08-2024,06:15:17,Nisu,16.47,0.7848,28.3
11-08-2024,06:32:58,Nisu,15.83,0.786,28.5
11-08-2024,06:44:45,Nisu,12.97,0.8055,24.8
11-08-2024,07:01:53,Nisu,15.63,0.7924,27.6
11-08-2024,07:33:25,Nisu,20.67,0.7455,20.7
11-08-2024,07:42:32,Nisu,13.12,0.7979,24.4
11-08-2024,08:32:45,Nisu,20.83,0.7433,20.4
11-08-2024,08:52:21,Nisu,12.79,0.7984,21.6
11-08-2024,08:59:55,Nisu,13.14,0.7853,19.3
11-08-2024,09:04:49,Nisu,13.42,0.7939,22.4
11-08-2024,09:55:37,Nisu,20.05,0.7462,20.4
11-08-2024,10:46:37,Nisu,12.59,0.788,19.8
11-08-2024,10:54:55,Nisu,13.58,0.8092,23.3
11-08-2024,11:28:35,Nisu,12.92,0.79,20.0
11-08-2024,11:31:34,Nisu,20.86,0.7366,20.3
11-08-2024,15:01:38,Nisu,12.92,0.7885,20.4
11-08-2024,15:24:24,Nisu,21.09,0.7369,20.5
11-08-2024,15:56:53,Nisu,12.32,0.788,19.2
11-08-2024,16:34:32,Nisu,16.07,0.7865,28.4
11-08-2024,16:45:06,Nisu,12.84,0.786,19.1
11-08-2024,17:07:38,Nisu,13.19,0.7897,19.0
11-08-2024,17:09:46,Nisu,13.28,0.7919,19.4
11-08-2024,17:13:02,Nisu,20.87,0.7388,20.2
11-08-2024,17:38:34,Nisu,13.66,0.7912,18.7
11-08-2024,18:01:16,Nisu,13.64,0.7882,18.8
11-08-2024,18:23:47,Nisu,13.69,0.7875,18.8
11-08-2024,18:25:06,Nisu,13.77,0.791,19.1
11-08-2024,18:46:58,Nisu,13.79,0.7877,18.6
11-08-2024,19:09:58,Nisu,21.03,0.7334,20.1
11-08-2024,19:10:47,Nisu,13.53,0.7875,18.2
11-08-2024,19:33:00,Nisu,13.49,0.787,17.9
11-08-2024,20:02:02,Nisu,13.81,0.7855,18.1
11-08-2024,20:05:27,Nisu,21.11,0.7188,19.7
11-08-2024,20:34:06,Nisu,13.9,0.7865,18.0
11-08-2024,20:59:19,Nisu,13.6,0.788,18.7
12-08-2024,05:30:31,Nisu,13.46,0.8031,23.0
12-08-2024,05:45:11,Nisu,15.53,0.7934,28.3
12-08-2024,06:29:55,Nisu,13.37,0.7974,20.4
12-08-2024,08:40:39,Nisu,13.13,0.7897,43.2
12-08-2024,11:04:38,Nisu,13.76,0.7798,25.3
12-08-2024,12:58:01,Nisu,15.36,0.7717,17.9
12-08-2024,13:01:23,Nisu,14.29,0.7806,18.1
12-08-2024,13:08:35,Nisu,14.46,0.7751,17.9
12-08-2024,13:42:02,Nisu,13.37,0.7838,18.3
12-08-2024,14:03:46,Nisu,13.25,0.7848,17.9
12-08-2024,14:27:47,Nisu,13.07,0.7865,18.0
12-08-2024,15:35:55,Nisu,14.97,0.7939,29.2
12-08-2024,15:50:15,Nisu,15.63,0.7929,28.3
12-08-2024,17:03:52,Nisu,15.42,0.7779,20.4
12-08-2024,21:02:50,Nisu,15.16,0.7961,29.9
12-08-2024,21:05:21,Nisu,15.21,0.7922,29.2
13-08-2024,04:16:06,Nisu,14.47,0.8026,27.0
13-08-2024,11:53:46,Raps,21.42,0.6114,24.3
13-08-2024,14:49:47,Raps,13.87,0.6379,24.8
13-08-2024,15:50:53,Oder,14.07,0.6422,21.6
13-08-2024,16:38:40,Raps,14.49,0.6401,25.7
13-08-2024,17:30:54,Raps,16.73,0.6574,23.8
13-08-2024,17:52:19,Raps,14.6,0.6537,28.3
13-08-2024,18:15:21,Raps,12.86,0.6557,31.5
13-08-2024,18:38:11,Raps,12.33,0.6376,19.6
13-08-2024,18:39:53,Raps,11.15,0.6579,34.9
13-08-2024,19:01:24,Raps,9.57,0.6597,39.3
13-08-2024,19:29:46,Raps,8.81,0.6567,31.7
13-08-2024,19:49:51,Raps,13.7,0.6567,23.5
13-08-2024,19:50:34,Raps,8.59,0.6609,24.1
13-08-2024,20:12:18,Raps,14.15,0.6406,23.2
13-08-2024,20:12:46,Raps,8.53,0.6559,24.7
13-08-2024,20:52:02,Raps,14.44,0.6371,22.4
13-08-2024,20:52:35,Raps,9.12,0.6661,23.1
13-08-2024,21:17:50,Raps,14.29,0.6361,22.0
13-08-2024,21:18:19,Raps,9.89,0.6631,21.5
13-08-2024,21:24:40,Raps,9.11,0.6634,22.1
13-08-2024,21:36:18,Raps,10.18,0.6658,21.0
13-08-2024,21:46:35,Raps,10.5,0.6653,20.5
13-08-2024,21:48:51,Raps,14.44,0.6255,22.3
13-08-2024,21:53:29,Raps,8.27,0.6599,20.7
13-08-2024,22:09:42,Raps,9.98,0.6614,19.2
13-08-2024,22:21:18,Raps,10.84,0.6577,18.8
13-08-2024,22:39:48,Raps,10.5,0.6567,18.3
13-08-2024,23:02:17,Raps,10.7,0.6547,17.9
13-08-2024,23:23:30,Raps,10.36,0.6545,18.3
13-08-2024,23:35:06,Raps,8.78,0.6609,20.9
13-08-2024,23:43:24,Raps,8.15,0.6626,23.4
13-08-2024,23:47:08,Raps,15.97,0.653,24.9
14-08-2024,00:01:31,Raps,7.58,0.6631,27.3
14-08-2024,00:24:29,Raps,17.43,0.6406,24.5
14-08-2024,00:25:02,Raps,8.18,0.6604,23.3
