Date,Time,Grain,Moisture,Temperature,Nature
17-08-2024,01:50:26,Nisu,16.557,25.93,0.77341
17-08-2024,02:20:10,Nisu,13.301,25.908,0.77736
17-08-2024,02:30:01,Nisu,16.609,26.404,0.7739
17-08-2024,02:50:12,Nisu,16.697,26.529,0.77514
17-08-2024,03:14:25,Nisu,13.29,24.248,0.77662
17-08-2024,03:20:13,Nisu,16.419,26.472,0.77489
17-08-2024,03:42:51,Nisu,16.645,25.953,0.76946
17-08-2024,03:43:31,Nisu,13.621,25.975,0.78527
17-08-2024,04:20:12,Nisu,16.528,26.246,0.77514
17-08-2024,04:50:13,Nisu,17.369,26.529,0.76476
17-08-2024,05:14:45,Nisu,14.169,23.988,0.78675
17-08-2024,05:20:47,Nisu,17.293,26.393,0.76798
17-08-2024,05:41:18,Nisu,14.111,23.684,0.78378
17-08-2024,06:14:14,Nisu,13.761,23.413,0.78255
17-08-2024,06:23:23,Nisu,17.565,25.93,0.75118
17-08-2024,06:42:41,Nisu,13.561,23.796,0.7828
17-08-2024,06:43:34,Nisu,17.938,26.19,0.75587
17-08-2024,07:50:13,Nisu,13.914,24.417,0.7828
17-08-2024,08:21:23,Nisu,14.276,24.203,0.77711
17-08-2024,10:21:35,Nisu,15.129,23.661,0.78378
17-08-2024,10:34:33,Nisu,14.436,23.209,0.78576
17-08-2024,10:50:11,Nisu,14.901,23.367,0.78601
17-08-2024,11:01:20,Nisu,14.192,22.803,0.78428
17-08-2024,11:34:07,Hernes,16.587,21.967,0.7438
17-08-2024,12:14:20,Hernes,15.57,27.771,0.78192
17-08-2024,12:22:36,Nisu,13.962,22.826,0.78131
17-08-2024,12:53:47,Hernes,14.788,34.149,0.79677
17-08-2024,14:20:11,Hernes,15.371,23.988,0.774
17-08-2024,15:20:13,Oder,20.209,24.158,0.62588
17-08-2024,17:10:09,Oder,21.93,26.563,0.6146
18-08-2024,10:03:20,Oder,24.839,23.13,0.60306
18-08-2024,10:43:47,Oder,15.88,23.345,0.63341
18-08-2024,10:47:12,Oder,21.929,24.248,0.61711
18-08-2024,11:33:14,Oder,14.487,26.088,0.64695
18-08-2024,12:12:44,Oder,19.506,24.169,0.63641
18-08-2024,12:32:33,Oder,14.018,22.114,0.65322
18-08-2024,12:49:53,Oder,21.364,24.711,0.60031
18-08-2024,13:20:13,Oder,15.954,22.193,0.63667
18-08-2024,13:22:40,Oder,15.626,21.584,0.64394
18-08-2024,13:41:04,Oder,15.128,22.216,0.64645
18-08-2024,13:52:47,Oder,14.329,24.892,0.65021
18-08-2024,14:10:08,Oder,14.261,24.711,0.65848
18-08-2024,15:01:35,Oder,17.021,26.833,0.64168
18-08-2024,15:04:00,Oder,14.407,25.727,0.65597
18-08-2024,16:40:08,Oder,13.505,27.161,0.64293
18-08-2024,17:10:09,Oder,12.562,33.754,0.65096
18-08-2024,17:20:14,Oder,12.218,33.043,0.65472
18-08-2024,17:37:59,Oder,12.219,26.563,0.63566
18-08-2024,18:24:04,Oder,15.655,23.988,0.64344
19-08-2024,08:13:49,Oder,18.34,20.906,0.63215
19-08-2024,08:21:30,Oder,17.475,21.437,0.6329
19-08-2024,09:10:09,Oder,17.416,24.824,0.65622
19-08-2024,09:11:31,Oder,16.046,34.296,0.64218
19-08-2024,09:14:12,Oder,16.983,24.101,0.63817
19-08-2024,09:46:02,Oder,14.053,33.19,0.65547
19-08-2024,09:59:37,Oder,12.791,23.842,0.65196
19-08-2024,10:04:30,Oder,17.761,22.724,0.64444
19-08-2024,10:34:24,Oder,12.388,22.859,0.65171
19-08-2024,10:40:08,Oder,17.975,22.464,0.63842
19-08-2024,11:10:09,Oder,12.809,22.08,0.6477
19-08-2024,11:40:09,Oder,17.836,23.164,0.63516
19-08-2024,11:41:25,Oder,14.89,23.029,0.65648
19-08-2024,11:50:34,Oder,14.708,21.99,0.65372
19-08-2024,12:00:02,Oder,14.354,23.616,0.65999
19-08-2024,12:02:37,Oder,12.707,22.927,0.6482
19-08-2024,12:10:09,Oder,12.846,23.13,0.6472
19-08-2024,12:11:25,Oder,14.234,26.066,0.66901
19-08-2024,12:21:45,Oder,17.619,24.655,0.64745
19-08-2024,12:24:00,Oder,13.658,23.074,0.65196
19-08-2024,12:54:26,Oder,12.813,23.051,0.6482
19-08-2024,13:10:09,Oder,18.432,23.943,0.63015
19-08-2024,13:23:05,Oder,12.951,23.876,0.65271
19-08-2024,13:42:31,Oder,17.757,22.893,0.63341
19-08-2024,13:50:12,Oder,14.009,25.637,0.67328
19-08-2024,13:57:22,Oder,13.269,24.429,0.65246
19-08-2024,14:22:35,Oder,13.959,24.0,0.66625
19-08-2024,14:40:10,Oder,13.615,24.0,0.65322
19-08-2024,15:11:57,Oder,13.341,24.53,0.65522
19-08-2024,15:30:01,Oder,13.605,22.916,0.66525
19-08-2024,16:01:15,Oder,17.603,23.842,0.62889
19-08-2024,16:20:12,Oder,17.514,24.451,0.64344
19-08-2024,16:20:38,Oder,13.425,24.575,0.65798
19-08-2024,16:23:46,Oder,13.515,23.435,0.66625
19-08-2024,17:04:38,Oder,16.517,24.056,0.65221
19-08-2024,17:10:09,Oder,13.381,24.429,0.665
19-08-2024,17:10:27,Oder,13.307,25.106,0.65146
19-08-2024,17:14:40,Oder,16.168,26.077,0.59604
19-08-2024,17:24:11,Oder,13.475,23.751,0.67002
19-08-2024,17:31:17,Oder,19.544,28.437,0.6487
19-08-2024,18:10:09,Oder,13.136,24.485,0.6497
19-08-2024,18:30:29,Oder,16.545,24.0,0.64745
19-08-2024,18:32:26,Oder,13.706,23.955,0.65923
19-08-2024,18:40:09,Oder,13.405,25.896,0.64795
20-08-2024,07:31:42,Oder,17.572,23.605,0.55066
20-08-2024,07:33:54,Oder,14.19,18.321,0.666
20-08-2024,07:49:19,Oder,16.585,23.221,0.6482
20-08-2024,08:03:25,Oder,13.438,20.997,0.62789
20-08-2024,08:06:45,Oder,16.235,22.938,0.62338
20-08-2024,08:07:51,Oder,13.903,20.951,0.65171
20-08-2024,08:31:32,Oder,12.949,24.542,0.63391
20-08-2024,08:33:14,Oder,16.144,23.311,0.61761
20-08-2024,08:40:09,Oder,16.446,23.706,0.64996
20-08-2024,08:40:17,Oder,13.855,22.984,0.65597
20-08-2024,09:16:39,Oder,13.331,23.48,0.61435
20-08-2024,09:20:11,Oder,16.564,22.938,0.64243
20-08-2024,09:20:36,Oder,13.916,23.842,0.66274
20-08-2024,10:00:02,Oder,16.275,23.672,0.60908
20-08-2024,10:00:37,Oder,13.849,23.672,0.66375
20-08-2024,10:17:50,Oder,16.422,23.65,0.65046
20-08-2024,10:41:36,Oder,13.344,24.745,0.63566
20-08-2024,10:46:36,Oder,13.573,24.666,0.66124
20-08-2024,10:47:50,Oder,16.579,24.711,0.61134
20-08-2024,10:54:05,Oder,16.375,23.695,0.65296
20-08-2024,11:02:14,Rukis,18.786,24.7,0.72403
20-08-2024,11:16:35,Oder,16.276,24.722,0.61961
20-08-2024,11:40:09,Oder,13.406,24.869,0.64293
20-08-2024,11:40:54,Oder,16.023,24.158,0.62889
20-08-2024,11:43:59,Oder,13.701,24.101,0.66074
20-08-2024,11:44:43,Oder,16.522,23.887,0.6497
20-08-2024,12:13:36,Oder,13.407,24.316,0.64645
20-08-2024,12:15:54,Oder,13.417,25.354,0.64369
20-08-2024,12:17:06,Oder,16.016,23.864,0.62613
20-08-2024,12:22:59,Oder,16.473,24.214,0.6477
20-08-2024,12:42:44,Oder,13.409,25.863,0.64544
20-08-2024,12:44:01,Oder,16.055,23.955,0.5998
20-08-2024,12:46:35,Oder,13.973,25.038,0.66977
20-08-2024,13:03:24,Oder,16.473,24.496,0.65296
20-08-2024,14:20:13,Oder,13.726,24.688,0.65873
20-08-2024,14:39:47,Rukis,17.172,26.066,0.71931
20-08-2024,14:40:45,Oder,16.388,25.377,0.65873
20-08-2024,14:59:47,Oder,13.423,23.209,0.63667
20-08-2024,15:25:51,Oder,13.269,23.876,0.65848
20-08-2024,15:28:21,Oder,16.537,25.332,0.65372
20-08-2024,16:18:29,Oder,16.724,24.971,0.65271
20-08-2024,16:20:40,Oder,13.846,24.621,0.67077
20-08-2024,17:25:10,Oder,13.514,24.146,0.66575
20-08-2024,17:27:11,Oder,16.667,24.858,0.65221
20-08-2024,17:30:01,Rukis,17.425,27.116,0.74739
20-08-2024,18:00:25,Oder,17.182,29.306,0.6492
20-08-2024,18:10:09,Rukis,17.558,26.777,0.75112
20-08-2024,18:15:52,Oder,13.823,23.39,0.66525
20-08-2024,18:17:15,Oder,16.847,24.519,0.65447
21-08-2024,08:24:13,Oder,16.82,24.519,0.65547
21-08-2024,09:01:28,Rukis,14.978,40.551,0.74839
21-08-2024,09:51:39,Rukis,14.316,36.453,0.75609
21-08-2024,10:10:09,Oder,14.436,23.39,0.6655
21-08-2024,10:14:20,Rukis,12.515,35.482,0.76529
21-08-2024,10:20:11,Rukis,17.497,26.664,0.75187
21-08-2024,10:32:07,Oder,16.764,23.751,0.65397
21-08-2024,10:46:36,Oder,14.408,22.069,0.6635
21-08-2024,10:47:10,Rukis,12.65,29.317,0.76603
21-08-2024,11:52:29,Rukis,13.537,25.953,0.76753
21-08-2024,12:10:09,Oder,14.037,23.988,0.6635
21-08-2024,12:20:11,Rukis,16.18,25.784,0.7469
21-08-2024,12:22:09,Rukis,13.18,26.743,0.75883
21-08-2024,12:44:32,Rukis,13.458,23.526,0.66165
21-08-2024,12:46:36,Oder,13.601,24.169,0.6645
21-08-2024,12:46:42,Oder,16.512,24.395,0.65723
21-08-2024,12:51:11,Rukis,12.064,26.427,0.75659
21-08-2024,12:53:05,Rukis,17.55,25.863,0.75087
21-08-2024,13:10:44,Oder,16.637,29.238,0.65422
21-08-2024,13:30:02,Rukis,17.6,25.23,0.74392
21-08-2024,13:40:08,Oder,13.565,23.435,0.66074
21-08-2024,14:10:08,Rukis,14.245,31.677,0.7628
21-08-2024,14:13:56,Oder,16.652,24.767,0.65547
21-08-2024,14:33:21,Rukis,18.006,24.214,0.74093
21-08-2024,14:40:09,Rukis,14.383,39.58,0.75932
21-08-2024,14:51:41,Oder,14.223,24.293,0.64996
21-08-2024,15:10:09,Rukis,14.151,26.224,0.76579
21-08-2024,15:12:35,Rukis,16.713,28.132,0.73522
21-08-2024,15:34:09,Oder,16.415,24.0,0.6492
21-08-2024,15:40:09,Rukis,16.552,26.54,0.74615
21-08-2024,15:41:53,Oder,13.783,25.05,0.66801
21-08-2024,16:10:09,Rukis,16.768,26.913,0.73944
21-08-2024,16:30:02,Oder,13.71,24.361,0.66525
21-08-2024,16:40:10,Rukis,16.66,27.217,0.73969
21-08-2024,17:20:12,Rukis,13.191,28.38,0.75808
21-08-2024,17:40:09,Rukis,12.973,27.172,0.7551
21-08-2024,17:40:25,Rukis,16.662,27.048,0.74044
21-08-2024,18:15:24,Rukis,13.407,29.78,0.75609
21-08-2024,18:16:20,Rukis,16.61,27.545,0.74068
21-08-2024,18:51:46,Oder,14.299,24.101,0.65848
22-08-2024,07:33:49,Rukis,14.25,22.25,0.74193
22-08-2024,07:40:10,Rukis,17.304,23.548,0.71807
22-08-2024,08:03:02,Rukis,13.732,26.1,0.74988
22-08-2024,08:04:07,Rukis,17.369,23.571,0.72627
22-08-2024,08:40:09,Rukis,17.515,24.0,0.729
22-08-2024,09:02:42,Rukis,13.141,26.901,0.74789
22-08-2024,09:03:15,Rukis,17.542,23.774,0.72577
22-08-2024,09:40:08,Rukis,13.841,26.156,0.74044
22-08-2024,09:44:22,Rukis,17.405,24.079,0.73298
22-08-2024,10:10:29,Rukis,13.177,24.79,0.73944
22-08-2024,10:11:43,Rukis,17.049,23.65,0.73124
22-08-2024,10:46:37,Rukis,17.124,23.469,0.73323
22-08-2024,11:20:12,Rukis,16.957,23.322,0.73199
22-08-2024,11:46:37,Rukis,13.485,29.08,0.74739
22-08-2024,12:21:03,Rukis,13.772,29.137,0.7459
22-08-2024,12:22:07,Rukis,16.845,22.972,0.72776
22-08-2024,13:00:02,Rukis,17.257,24.734,0.73472
22-08-2024,13:41:00,Rukis,14.041,26.867,0.73894
22-08-2024,13:42:12,Rukis,17.258,23.819,0.73472
22-08-2024,14:11:07,Rukis,13.565,26.743,0.73571
22-08-2024,14:11:59,Rukis,17.233,23.955,0.73223
22-08-2024,14:40:58,Rukis,13.587,27.319,0.74367
22-08-2024,14:41:55,Rukis,17.298,23.909,0.73696
22-08-2024,15:20:11,Rukis,17.289,23.819,0.73298
22-08-2024,16:20:12,Rukis,17.323,23.955,0.73223
22-08-2024,17:02:16,Rukis,13.877,25.896,0.74739
22-08-2024,17:03:56,Rukis,17.493,24.451,0.73422
22-08-2024,17:14:12,Oder,15.386,30.514,0.65974
22-08-2024,17:20:11,Oder,15.341,30.029,0.65948
22-08-2024,18:00:02,Rukis,17.121,22.792,0.71235
22-08-2024,18:10:09,Rukis,17.56,24.463,0.70589
23-08-2024,07:34:19,Rukis,13.938,16.729,0.74093
23-08-2024,07:40:09,Rukis,18.134,21.595,0.74118
23-08-2024,07:55:45,Rukis,13.619,18.535,0.73919
23-08-2024,07:56:44,Rukis,17.793,23.277,0.74342
23-08-2024,08:40:08,Rukis,17.546,23.876,0.74242
23-08-2024,09:51:07,Rukis,14.012,22.882,0.75609
23-08-2024,10:10:09,Rukis,17.319,23.751,0.73969
23-08-2024,10:40:09,Rukis,13.348,23.638,0.75659
23-08-2024,10:53:29,Oder,14.625,27.014,0.65873
23-08-2024,11:50:41,Rukis,13.538,25.49,0.75435
23-08-2024,11:52:23,Rukis,17.107,23.221,0.73223
23-08-2024,13:29:33,Rukis,17.075,21.538,0.73099
25-08-2024,10:20:12,Nisu,21.449,26.563,0.71388
25-08-2024,10:30:02,Nisu,21.74,24.937,0.74105
25-08-2024,11:34:47,Rukis,13.009,47.246,0.74889
25-08-2024,12:02:01,Nisu,20.083,28.256,0.72969
25-08-2024,12:14:47,Hernes,21.95,25.14,0.75222
25-08-2024,13:23:05,Rukis,12.456,25.874,0.75609
25-08-2024,15:12:31,Nisu,18.22,27.183,0.77168
25-08-2024,15:50:42,Hernes,17.018,24.034,0.76237
25-08-2024,16:51:59,Nisu,15.332,28.764,0.78057
25-08-2024,16:53:15,Nisu,17.032,29.306,0.7576
25-08-2024,17:30:01,Nisu,14.922,29.633,0.78527
25-08-2024,17:44:07,Nisu,13.617,31.643,0.79935
25-08-2024,17:54:40,Nisu,13.565,33.506,0.79737
25-08-2024,18:20:12,Nisu,13.575,27.782,0.80231
26-08-2024,08:19:22,Nisu,13.793,18.445,0.79786
26-08-2024,09:20:10,Nisu,17.94,26.28,0.74698
26-08-2024,09:30:02,Nisu,12.942,20.014,0.79712
26-08-2024,10:44:11,Nisu,15.927,25.275,0.74599
26-08-2024,10:50:11,Nisu,13.1,21.471,0.79984
26-08-2024,11:00:01,Nisu,12.636,21.087,0.7949
26-08-2024,11:09:43,Nisu,12.918,21.595,0.80972
26-08-2024,11:20:27,Nisu,13.884,21.967,0.80602
26-08-2024,11:32:13,Nisu,15.993,24.892,0.75241
26-08-2024,11:50:13,Nisu,13.73,21.866,0.80527
26-08-2024,12:20:12,Nisu,13.456,22.758,0.79663
26-08-2024,12:32:24,Raps,16.557,28.73,0.43143
26-08-2024,12:33:08,Raps,16.664,26.867,0.43316
26-08-2024,13:00:02,Nisu,16.645,26.292,0.76007
26-08-2024,13:00:15,Nisu,13.078,23.763,0.77588
26-08-2024,13:00:48,Nisu,18.112,25.603,0.71388
26-08-2024,13:54:52,Nisu,13.367,27.793,0.77069
26-08-2024,14:00:01,Nisu,19.059,29.43,0.7539
26-08-2024,14:33:14,Raps,17.58,28.708,0.40816
26-08-2024,14:37:24,Nisu,18.492,29.125,0.7618
26-08-2024,14:40:10,Nisu,13.495,23.492,0.7576
26-08-2024,14:50:14,Nisu,23.941,25.546,0.4098
26-08-2024,15:30:01,Nisu,19.906,29.814,0.74253
26-08-2024,16:10:10,Nisu,13.712,22.126,0.7739
26-08-2024,16:23:51,Nisu,20.257,26.732,0.71388
26-08-2024,17:00:01,Raps,15.853,25.648,0.39999
26-08-2024,17:30:02,Nisu,13.481,21.392,0.77292
26-08-2024,18:30:02,Nisu,14.138,23.085,0.80379
26-08-2024,18:32:17,Nisu,17.03,26.788,0.76476
26-08-2024,18:41:50,Raps,12.628,32.998,0.40593
27-08-2024,07:39:13,Nisu,17.019,25.885,0.76303
27-08-2024,07:43:59,Nisu,14.557,16.842,0.79119
27-08-2024,07:55:53,Hernes,15.571,26.1,0.76559
27-08-2024,08:10:10,Hernes,14.918,30.683,0.77252
27-08-2024,08:20:13,Nisu,14.214,22.34,0.78453
27-08-2024,08:22:23,Hernes,14.914,31.304,0.77301
27-08-2024,08:37:32,Nisu,13.523,31.925,0.7739
27-08-2024,08:53:50,Nisu,17.411,24.508,0.74154
27-08-2024,09:01:31,Hernes,14.21,22.826,0.78192
27-08-2024,09:10:34,Nisu,13.592,21.335,0.78057
27-08-2024,09:20:12,Hernes,13.761,20.376,0.774
27-08-2024,09:32:49,Hernes,18.026,22.871,0.76806
27-08-2024,10:00:01,Hernes,13.06,19.89,0.76682
27-08-2024,10:02:38,Nisu,14.028,21.99,0.77761
27-08-2024,10:20:12,Hernes,17.137,22.148,0.77697
27-08-2024,10:31:22,Hernes,14.834,20.534,0.78192
27-08-2024,10:37:55,Hernes,14.487,20.793,0.76633
27-08-2024,10:42:39,Hernes,15.838,20.376,0.78143
27-08-2024,10:49:40,Hernes,17.37,23.04,0.77078
27-08-2024,10:50:59,Nisu,13.897,22.238,0.78601
27-08-2024,11:10:10,Hernes,16.159,20.093,0.77969
27-08-2024,11:20:14,Nisu,19.366,24.711,0.74426
27-08-2024,11:30:02,Hernes,15.831,20.026,0.77994
27-08-2024,11:40:11,Hernes,15.065,20.421,0.78143
27-08-2024,11:52:03,Hernes,14.568,20.455,0.78316
27-08-2024,12:00:01,Nisu,13.731,21.922,0.78428
27-08-2024,12:02:33,Hernes,17.402,21.674,0.7745
27-08-2024,12:10:10,Hernes,14.707,20.839,0.7938
27-08-2024,12:11:53,Nisu,18.422,28.55,0.76131
27-08-2024,12:21:55,Hernes,14.93,21.572,0.79059
27-08-2024,12:30:02,Hernes,17.253,26.134,0.74752
27-08-2024,12:33:54,Hernes,17.534,23.074,0.77598
27-08-2024,12:36:21,Hernes,14.543,21.324,0.79182
27-08-2024,13:00:02,Hernes,14.436,21.663,0.79405
27-08-2024,13:00:16,Nisu,18.573,28.414,0.76032
27-08-2024,13:01:46,Nisu,14.285,21.99,0.79021
27-08-2024,13:10:11,Hernes,14.484,21.527,0.79727
27-08-2024,13:10:19,Hernes,17.445,23.3,0.76658
27-08-2024,13:34:23,Hernes,14.4,21.685,0.7886
27-08-2024,13:49:54,Hernes,17.88,24.677,0.76113
27-08-2024,13:51:39,Hernes,14.407,21.685,0.79257
27-08-2024,14:00:02,Nisu,13.885,22.216,0.78971
27-08-2024,14:02:18,Nisu,19.167,27.94,0.75513
27-08-2024,14:13:32,Hernes,14.024,21.922,0.7891
27-08-2024,14:50:58,Hernes,17.314,24.542,0.76806
27-08-2024,15:24:09,Hernes,13.598,22.182,0.79232
27-08-2024,15:30:01,Nisu,13.67,22.701,0.79218
27-08-2024,15:33:26,Nisu,19.186,26.8,0.74821
27-08-2024,16:12:32,Hernes,13.766,21.967,0.79999
27-08-2024,16:39:43,Hernes,17.008,24.971,0.76955
27-08-2024,16:41:45,Nisu,13.67,22.385,0.79984
27-08-2024,17:12:06,Nisu,18.404,25.964,0.75192
27-08-2024,17:17:35,Hernes,13.771,21.38,0.78341
27-08-2024,18:10:08,Nisu,18.115,26.517,0.75661
27-08-2024,18:12:02,Nisu,13.779,22.024,0.79885
28-08-2024,07:52:04,Nisu,15.106,16.492,0.78403
28-08-2024,08:01:03,Hernes,13.798,17.327,0.76162
28-08-2024,08:31:49,Nisu,14.442,16.819,0.77884
28-08-2024,08:42:12,Nisu,19.313,24.045,0.74673
28-08-2024,08:47:29,Nisu,14.494,17.463,0.7828
28-08-2024,09:10:10,Nisu,14.081,17.327,0.78255
28-08-2024,09:40:08,Nisu,14.085,18.75,0.78922
28-08-2024,10:00:02,Nisu,18.964,25.298,0.74945
28-08-2024,10:10:46,Nisu,13.525,19.551,0.78057
28-08-2024,10:41:23,Nisu,18.793,25.377,0.75217
28-08-2024,11:21:21,Nisu,13.196,22.159,0.79465
28-08-2024,11:34:39,Nisu,17.888,25.58,0.75192
28-08-2024,11:40:22,Peas,-30.635,23.39,0.0
28-08-2024,11:41:09,Peas,13.694,20.884,0.78192
28-08-2024,12:11:09,Nisu,13.433,23.661,0.78971
28-08-2024,12:26:42,Nisu,17.698,25.784,0.7539
28-08-2024,13:21:34,Nisu,17.657,24.271,0.74574
28-08-2024,13:23:01,Nisu,13.762,23.153,0.78922
28-08-2024,13:51:57,Hernes,16.957,26.879,0.76534
28-08-2024,14:10:09,Oder,30.938,25.354,0.41124
28-08-2024,14:20:18,Nisu,13.883,23.469,0.7907
28-08-2024,14:34:28,Hernes,16.012,21.911,0.76781
28-08-2024,14:50:13,Nisu,13.746,23.345,0.78996
28-08-2024,14:52:47,Nisu,17.903,24.079,0.74895
28-08-2024,15:11:34,Hernes,16.032,23.108,0.76559
28-08-2024,15:13:47,Hernes,13.365,21.843,0.77128
28-08-2024,16:03:43,Nisu,13.095,23.684,0.78625
28-08-2024,16:10:09,Hernes,12.344,23.04,0.77969
28-08-2024,16:20:12,Hernes,16.052,23.413,0.77375
28-08-2024,16:23:11,Oder,30.913,24.395,0.39845
28-08-2024,16:26:31,Nisu,12.935,24.643,0.77613
28-08-2024,16:28:56,Nisu,17.881,24.169,0.74747
28-08-2024,16:41:53,Hernes,12.231,23.469,0.78365
28-08-2024,16:44:30,Hernes,15.905,23.921,0.76682
28-08-2024,17:04:48,Nisu,13.218,24.192,0.76674
28-08-2024,17:11:41,Nisu,11.519,24.508,0.7907
28-08-2024,17:12:17,Hernes,13.365,24.598,0.79009
28-08-2024,17:20:12,Hernes,15.97,24.305,0.7636
28-08-2024,17:40:09,Hernes,13.003,23.672,0.78093
28-08-2024,17:42:27,Nisu,13.317,23.65,0.77514
28-08-2024,18:00:02,Nisu,18.155,25.388,0.75241
28-08-2024,18:10:09,Hernes,13.484,22.871,0.78093
28-08-2024,18:20:11,Hernes,17.583,24.429,0.76162
28-08-2024,18:31:10,Nisu,13.583,23.176,0.76625
28-08-2024,18:32:42,Oder,18.176,24.113,0.48872
28-08-2024,18:40:09,Oder,23.79,24.361,0.42076
29-08-2024,07:24:43,Hernes,13.784,18.05,0.76856
29-08-2024,07:40:08,Nisu,13.647,18.964,0.77217
29-08-2024,07:51:44,Nisu,18.001,23.627,0.73068
29-08-2024,08:14:07,Nisu,13.742,20.172,0.77341
29-08-2024,08:33:27,Hernes,13.125,19.992,0.76261
29-08-2024,09:00:43,Hernes,17.348,21.877,0.75667
29-08-2024,09:03:24,Nisu,13.295,23.311,0.78181
29-08-2024,09:44:22,Nisu,16.329,20.409,0.76402
29-08-2024,09:50:12,Hernes,13.166,21.776,0.774
29-08-2024,09:50:30,Nisu,13.58,24.18,0.7865
29-08-2024,10:23:04,Hernes,13.947,22.137,0.77895
29-08-2024,10:44:42,Nisu,13.839,23.413,0.76748
29-08-2024,12:04:22,Hernes,17.522,24.79,0.75519
29-08-2024,12:20:13,Nisu,13.914,26.325,0.77613
29-08-2024,12:44:10,Hernes,13.947,22.588,0.78093
29-08-2024,13:20:12,Nisu,13.864,24.316,0.77563
29-08-2024,14:10:09,Nisu,13.533,24.0,0.75785
29-08-2024,14:50:13,Hernes,14.801,23.187,0.78687
29-08-2024,15:17:41,Nisu,13.849,25.772,0.77069
29-08-2024,15:19:46,Hernes,13.113,23.48,0.77499
29-08-2024,15:33:52,Hernes,13.518,23.48,0.77078
29-08-2024,15:43:37,Nisu,13.938,24.451,0.76723
29-08-2024,16:00:02,Oder,22.095,25.332,0.44208
29-08-2024,16:40:09,Hernes,16.279,24.914,0.76583
29-08-2024,16:42:02,Nisu,14.015,23.638,0.76205
29-08-2024,17:23:01,Nisu,13.896,23.458,0.76106
29-08-2024,17:40:09,Hernes,16.361,25.93,0.75692
30-08-2024,08:20:10,Nisu,13.463,20.048,0.71882
30-08-2024,08:50:11,Nisu,16.736,23.774,0.78181
30-08-2024,09:10:09,Hernes,14.154,38.349,0.78068
30-08-2024,09:19:49,Hernes,18.193,23.751,0.78737
30-08-2024,09:20:23,Nisu,16.534,23.74,0.78206
30-08-2024,09:34:10,Hernes,14.319,32.14,0.78687
30-08-2024,09:41:39,Hernes,14.199,28.392,0.78687
30-08-2024,09:50:13,Hernes,13.699,25.682,0.78836
30-08-2024,09:54:40,Hernes,13.562,24.519,0.78415
30-08-2024,10:10:09,Hernes,13.597,24.067,0.77771
30-08-2024,10:20:12,Hernes,13.307,24.158,0.77771
30-08-2024,10:20:39,Hernes,16.393,25.75,0.76212
30-08-2024,10:42:58,Hernes,13.26,24.011,0.78167
30-08-2024,11:10:09,Nisu,15.065,31.429,0.78206
30-08-2024,11:33:23,Nisu,14.193,34.33,0.78922
30-08-2024,11:40:09,Hernes,14.246,25.603,0.77969
30-08-2024,11:50:13,Hernes,16.894,23.717,0.75766
30-08-2024,11:50:57,Hernes,14.359,25.772,0.7745
30-08-2024,12:10:09,Hernes,14.141,25.716,0.78365
30-08-2024,12:14:40,Nisu,14.289,27.748,0.79342
30-08-2024,12:26:31,Hernes,13.402,25.84,0.78662
30-08-2024,12:37:24,Nisu,14.621,26.303,0.79021
30-08-2024,13:10:09,Hernes,13.939,26.8,0.78588
30-08-2024,13:38:11,Hernes,14.462,26.687,0.77796
30-08-2024,13:54:22,Hernes,14.427,26.935,0.78563
30-08-2024,14:29:34,Hernes,14.27,26.811,0.78192
30-08-2024,14:33:46,Nisu,13.738,32.67,0.78848
30-08-2024,14:50:11,Hernes,14.313,27.646,0.78044
30-08-2024,15:00:01,Oder,22.814,29.193,0.4827
30-08-2024,15:23:01,Hernes,14.059,27.816,0.78885
30-08-2024,15:52:31,Hernes,13.225,28.256,0.78959
